Budget,Language,Country,Year,Name,Rate,Genre
30000000,en,United States of America,2005,The League of Gentlemen's Apocalypse,6.6,Horror
30000000,en,United States of America,2005,The Kid & I,5.3,Comedy
30000000,en,United States of America,2005,Assisted Living,7.5,Comedy
30000000,en,United States of America,2005,Istanbul Tales,8.5,Drama
30000000,en,United States of America,2005,Replica,0,Romance
30000000,en,United States of America,2005,Delivery,0,Science Fiction
30000000,en,United States of America,2005,Creature from the Hillbilly Lagoon,0,Horror
30000000,en,United States of America,2005,Swamp Zombies!!!,3.3,Horror
30000000,en,United States of America,2005,Horror Business,6,Documentary
30000000,en,United States of America,2005,29th and Gay,5,Comedy
30000000,en,United States of America,2005,The Call of Cthulhu,6.9,Horror
169000,en,United States of America,2005,Keeping Mum,6.5,Comedy
200000,en,United States of America,2005,"Sorry, Haters",6.5,Drama
204956,en,United States of America,2005,The Untold Story of Emmett Louis Till,7.5,Documentary
250000,en,United States of America,2005,Four Eyed Monsters,6,Comedy
300000,en,United States of America,2005,Murderball,6.9,Documentary
325000,en,United States of America,2005,Zerophillia,5.1,Comedy
400000,en,United States of America,2005,Twelve and Holding,7,Drama
450000,en,United States of America,2005,Komodo vs. Cobra,3.1,Horror
475000,en,United States of America,2005,Brick,6.8,Drama
500000,en,United States of America,2005,Modify,5.1,Documentary
500000,en,United States of America,2005,Mutual Appreciation,6.1,Drama
500000,en,United States of America,2005,The Dark Hours,5.5,Horror
500000,en,United States of America,2005,Puzzlehead,5.1,Science Fiction
650000,en,United States of America,2005,Say Uncle,5,Drama
750000,en,United States of America,2005,The Derby Stallion,4.7,Drama
750000,en,United States of America,2005,Mrs Palfrey at The Claremont,6.8,Comedy
818418,en,United States of America,2005,Romanzo criminale,7.3,Drama
900000,en,United States of America,2005,The Quiet,6.1,Drama
950000,en,United States of America,2005,Hard Candy,6.8,Drama
1000000,en,United States of America,2005,Wolf Creek,6.1,Horror
1000000,en,United States of America,2005,River's End,4.5,
1000000,en,United States of America,2005,What Remains,8,Documentary
1000000,en,United States of America,2005,Intermedio,1.3,Horror
1000000,en,United States of America,2005,Snakeman,3.4,Horror
1000000,en,United States of America,2005,H.G. Wells' War of the Worlds,4.4,Science Fiction
1000000,en,United States of America,2005,Cry_Wolf,5.6,Horror
1000000,en,United States of America,2005,Transamerica,6.9,Drama
1100000,en,United States of America,2005,Ryna,5.5,Drama
1500000,en,United States of America,2005,The Ballad of Jack and Rose,6.5,Drama
1500000,en,United States of America,2005,Eve and the Fire Horse,7,Drama
1500000,en,United States of America,2005,The Squid and the Whale,6.9,Comedy
1500000,en,United States of America,2005,Forty Shades of Blue,6,Drama
1600000,en,United States of America,2005,Bubble,6.4,Drama
1600000,en,United States of America,2005,Bubble,6.4,Drama
1700000,en,United States of America,2005,Standing Still,5.7,Comedy
1700000,en,United States of America,2005,Bloodsuckers,4.4,Horror
2000000,en,United States of America,2005,Inside Deep Throat,6.8,History
2000000,en,United States of America,2005,Runaway,6.8,Drama
2000000,en,United States of America,2005,No Direction Home: Bob Dylan,7.5,Documentary
2000000,en,United States of America,2005,Cruel World,4.8,Thriller
2000000,en,United States of America,2005,Harsh Times,6.3,Crime
2000000,en,United States of America,2005,The Proposition,7.1,Action
2000000,en,United States of America,2005,Single White Female 2: The Psycho,4,Thriller
2000000,en,United States of America,2005,The 12 Dogs of Christmas,4.4,Drama
2177870,en,United States of America,2005,Forest of the Gods,6,Drama
2200000,en,United States of America,2005,Lie with Me,5.2,Drama
2500000,en,United States of America,2005,Shabd,5,Drama
2500000,en,United States of America,2005,Keep Your Distance,3.7,Drama
3000000,en,United States of America,2005,2001 Maniacs,4.9,Comedy
3000000,en,United States of America,2005,Dave Chappelle's Block Party,6.5,Comedy
3000000,en,United States of America,2005,Daltry Calhoun,5.4,Comedy
3000000,en,United States of America,2005,Waiting...,6.2,Comedy
3000000,en,United States of America,2005,Dirty,5.1,Crime
3500000,en,United States of America,2005,Dracula III: Legacy,3.7,Horror
3500000,en,United States of America,2005,Urban Legends: Bloody Mary,4.9,Horror
3600000,en,United States of America,2005,Silent Partner,3.8,Action
4000000,en,United States of America,2005,Mirrormask,6.6,Fantasy
4000000,en,United States of America,2005,Hellraiser: Deader,4.4,Horror
4000000,en,United States of America,2005,Saw II,6.3,Horror
4500000,en,United States of America,2005,Spirit Trap,4.1,Thriller
4750000,en,United States of America,2005,Tamara,5.1,Fantasy
4800000,en,United States of America,2005,Hostel,5.7,Horror
5000000,en,United States of America,2005,Mansquito,4.8,Horror
5000000,en,United States of America,2005,Hellraiser: Hellworld,4.1,Horror
5000000,en,United States of America,2005,Isolation,5.6,Horror
5000000,en,United States of America,2005,The Secret Life of Words,6.8,Drama
5400000,en,United States of America,2005,In Enemy Hands,6,Action
6000000,en,United States of America,2005,House Of 9,4.9,Thriller
6000000,en,United States of America,2005,House of the Dead 2,4,TV Movie
6000000,en,United States of America,2005,The Cutter,4.1,Action
6250000,en,United States of America,2005,Parineeta,6.6,Drama
6500000,en,United States of America,2005,Thank You for Smoking,7.1,Comedy
6500000,en,United States of America,2005,The Work and the Glory II: American Zion,8,Drama
6800000,en,United States of America,2005,Felicity: An American Girl Adventure,4.5,Action
7000000,en,United States of America,2005,Everything is Illuminated,7.4,Comedy
7000000,en,United States of America,2005,"Good Night, and Good Luck.",6.8,Drama
7000000,en,United States of America,2005,Capote,6.9,Crime
7500000,en,United States of America,2005,Man-Thing,4,Action
8000000,en,United States of America,2005,Down in the Valley,6,Drama
8000000,en,United States of America,2005,Hustle & Flow,6.9,Drama
9000000,en,United States of America,2005,Survival Island,4.9,Horror
9000000,en,United States of America,2005,Bailey's Billion$,4,Family
9000000,en,United States of America,2005,Day of the Dead 2: Contagium,3.1,Horror
9000000,en,United States of America,2005,Undiscovered,4.5,Comedy
9000000,en,United States of America,2005,Trust the Man,5.5,Comedy
9000000,en,United States of America,2005,Carlito's Way: Rise to Power,4.3,Action
9000000,en,United States of America,2005,Havoc,5.1,Drama
9600000,en,United States of America,2005,The Lost City,5.9,Drama
10000000,en,United States of America,2005,Chromophobia,5.7,Drama
10000000,en,United States of America,2005,White Noise,5.6,Drama
10000000,en,United States of America,2005,The Matador,6.2,Action
10000000,en,United States of America,2005,Broken Flowers,6.8,Comedy
10000000,en,United States of America,2005,Edmond,6,Drama
10000000,en,United States of America,2005,American Pie Presents: Band Camp,5.3,Comedy
10284523,en,United States of America,2005,Shopgirl,5.7,Comedy
11000000,en,United States of America,2005,Don't Come Knocking,6.4,Drama
12000000,en,United States of America,2005,Duma,7,Adventure
12000000,en,United States of America,2005,Tideland,6.3,Fantasy
12000000,en,United States of America,2005,Mozart and the Whale,6.5,Comedy
12000000,en,United States of America,2005,A Little Trip to Heaven,5.2,Drama
13000000,en,United States of America,2005,7 Seconds,4.3,Action
14000000,en,United States of America,2005,Because of Winn-Dixie,6.1,Comedy
14000000,en,United States of America,2005,Brokeback Mountain,7.5,Drama
14000000,en,United States of America,2005,Bee Season,5.2,Drama
15000000,en,United States of America,2005,The Wedding Date,6.2,Comedy
15000000,en,United States of America,2005,Into the Sun,4.2,Action
15000000,en,United States of America,2005,Submerged,4,Action
15000000,en,United States of America,2005,Land of the Dead,6,Horror
15000000,en,United States of America,2005,Kiss Kiss Bang Bang,7.2,Action
15000000,en,United States of America,2005,Human Trafficking,7.2,Drama
15000000,en,United States of America,2005,Match Point,7.2,Drama
15000000,en,United States of America,2005,The Three Burials of Melquiades Estrada,7,Adventure
15000000,en,United States of America,2005,Hoodwinked!,6,Animation
15500000,en,United States of America,2005,Slow Burn,5.5,Mystery
16000000,en,United States of America,2005,Black Dawn,3.6,Action
18000000,en,United States of America,2005,The Fog,3.8,Horror
18000000,en,United States of America,2005,The Big White,6.3,Comedy
19000000,en,United States of America,2005,The Amityville Horror,6,Horror
19000000,en,United States of America,2005,The Exorcism of Emily Rose,6.3,Crime
20000000,en,United States of America,2005,Chaos,6.1,Drama
20000000,en,United States of America,2005,The Magic Roundabout,5.6,Animation
20000000,en,United States of America,2005,Alone in the Dark,3.1,Action
20000000,en,United States of America,2005,Boogeyman,4.6,Thriller
20000000,en,United States of America,2005,Proof,6.2,Drama
20000000,en,United States of America,2005,The Weather Man,6,Comedy
22000000,en,United States of America,2005,Deuce Bigalow: European Gigolo,4.6,Comedy
22000000,en,United States of America,2005,Derailed,6.1,Drama
25000000,en,United States of America,2005,Hide and Seek,6.1,Horror
25000000,en,United States of America,2005,Ice Princess,5.9,Drama
25000000,en,United States of America,2005,The Sisterhood of the Traveling Pants,6.3,Drama
25000000,en,United States of America,2005,Beauty Shop,5.4,Comedy
25000000,en,United States of America,2005,Lords of Dogtown,7,Drama
25000000,en,United States of America,2005,Nomad: The Warrior,4.3,Action
25000000,en,United States of America,2005,The Constant Gardener,6.9,Drama
25000000,en,United States of America,2005,The Greatest Game Ever Played,6.9,Drama
25000000,en,United States of America,2005,Where the Truth Lies,5.9,Drama
25000000,en,United States of America,2005,The World's Fastest Indian,7.3,Drama
25000000,en,United States of America,2005,Nanny McPhee,6.4,Fantasy
25000000,en,United States of America,2005,BloodRayne,3.6,Action
26000000,en,United States of America,2005,Red Eye,6.2,Horror
26000000,en,United States of America,2005,The 40 Year Old Virgin,6.2,Comedy
27000000,en,United States of America,2005,The Honeymooners,4.1,Comedy
28000000,en,United States of America,2005,Walk the Line,7.3,Drama
28000000,en,United States of America,2005,Pride & Prejudice,7.8,Drama
29000000,en,United States of America,2005,The Jacket,6.8,Drama
30000000,en,United States of America,2005,Racing Stripes,5.1,Comedy
30000000,en,United States of America,2005,Coach Carter,7.3,Drama
30000000,en,United States of America,2005,Assault on Precinct 13,6,Thriller
30000000,en,United States of America,2005,Fever Pitch,5.9,Comedy
