Budget,Language,Country,Year,Name,Rate,Genre
40000000,en,United States of America,2013,American Hustle,6.8,Drama
40000000,en,United States of America,2013,Lone Survivor,7.4,Action
40000000,en,United States of America,2013,Grudge Match,6,Comedy
43000000,en,United States of America,2013,The Heat,6.5,Action
44000000,en,United States of America,2013,The Host,6,Action
46000000,en,United States of America,2013,Prisoners,7.9,Drama
50000000,en,United States of America,2013,Hansel & Gretel: Witch Hunters,5.7,Fantasy
50000000,en,United States of America,2013,Planes,5.7,Animation
50000000,en,United States of America,2013,Escape Plan,6.7,Action
50000000,en,United States of America,2013,Anchorman 2: The Legend Continues,6,Comedy
55000000,en,United States of America,2013,Bullet to the Head,5.2,Action
55000000,en,United States of America,2013,Captain Phillips,7.6,Action
55000000,en,United States of America,2013,Free Birds,5.7,Animation
56000000,en,United States of America,2013,Broken City,5.7,Thriller
58000000,en,United States of America,2013,The Internship,6.1,Comedy
60000000,en,United States of America,2013,Gangster Squad,6.2,Crime
60000000,en,United States of America,2013,Beautiful Creatures,5.6,Fantasy
60000000,en,United States of America,2013,The Mortal Instruments: City of Bones,6.2,Action
61000000,en,United States of America,2013,2 Guns,6.6,Action
70000000,en,United States of America,2013,Olympus Has Fallen,6.2,Action
70000000,en,United States of America,2013,Legends of Oz: Dorothy's Return,5.8,Animation
75000000,en,United States of America,2013,Now You See Me,7.3,Thriller
76000000,en,United States of America,2013,Despicable Me 2,7,Animation
78000000,en,United States of America,2013,Cloudy with a Chance of Meatballs 2,6.4,Animation
80000000,en,United States of America,2013,Grown Ups 2,5.8,Comedy
80000000,en,United States of America,2013,Walking With Dinosaurs,5.2,Animation
83000000,en,United States of America,2013,Pawn,5.4,Crime
84000000,en,United States of America,2013,RED 2,6.4,Action
90000000,en,United States of America,2013,Percy Jackson: Sea of Monsters,5.9,Adventure
90000000,en,United States of America,2013,The Secret Life of Walter Mitty,7,Adventure
92000000,en,United States of America,2013,A Good Day to Die Hard,5.2,Action
100000000,en,United States of America,2013,Epic,6.4,Animation
100000000,en,United States of America,2013,The Wolf of Wall Street,7.9,Crime
103000000,en,United States of America,2013,The Hangover Part III,6,Comedy
105000000,en,United States of America,2013,The Great Gatsby,7.3,Drama
105000000,en,United States of America,2013,The Smurfs 2,5.5,Fantasy
105000000,en,United States of America,2013,Gravity,7.3,Science Fiction
110000000,en,United States of America,2013,Ender's Game,6.6,Science Fiction
115000000,en,United States of America,2013,Elysium,6.4,Science Fiction
120000000,en,United States of America,2013,Oblivion,6.4,Action
120000000,en,United States of America,2013,The Wolverine,6.3,Action
130000000,en,United States of America,2013,G.I. Joe: Retaliation,5.4,Adventure
130000000,en,United States of America,2013,After Earth,5,Science Fiction
130000000,en,United States of America,2013,R.I.P.D.,5.4,Fantasy
130000000,en,United States of America,2013,The Hunger Games: Catching Fire,7.4,Adventure
135000000,en,United States of America,2013,The Croods,6.8,Adventure
135000000,en,United States of America,2013,Turbo,6.1,Animation
150000000,en,United States of America,2013,White House Down,6.3,Action
150000000,en,United States of America,2013,Frozen,7.3,Animation
160000000,en,United States of America,2013,Fast & Furious 6,6.7,Action
170000000,en,United States of America,2013,Thor: The Dark World,6.8,Action
175000000,en,United States of America,2013,47 Ronin,5.9,Drama
180000000,en,United States of America,2013,Pacific Rim,6.7,Action
190000000,en,United States of America,2013,Star Trek Into Darkness,7.4,Action
195000000,en,United States of America,2013,Jack the Giant Slayer,5.5,Action
200000000,en,United States of America,2013,Oz: The Great and Powerful,5.7,Fantasy
200000000,en,United States of America,2013,Iron Man 3,6.8,Action
200000000,en,United States of America,2013,Monsters University,7,Animation
200000000,en,United States of America,2013,World War Z,6.7,Action
225000000,en,United States of America,2013,Man of Steel,6.5,Action
250000000,en,United States of America,2013,The Hobbit: The Desolation of Smaug,7.6,Adventure
255000000,en,United States of America,2013,The Lone Ranger,5.9,Action
30000000,en,United States of America,2014,Fear Clinic,4,Horror
30000000,en,United States of America,2014,Hidden in the Woods,5.1,Thriller
30000000,en,United States of America,2014,October 1,8,Thriller
30000000,en,United States of America,2014,The Boxcar Children,7.6,Family
30000000,en,United States of America,2014,Plastic,6.1,Drama
30000000,en,United States of America,2014,Enchanted Kingdom,5.1,Documentary
30000000,en,United States of America,2014,Serial Killer Culture,5,History
30000000,en,United States of America,2014,Red Knot,5.6,Drama
30000000,en,United States of America,2014,The Past Is a Grotesque Animal,5.5,Documentary
30000000,en,United States of America,2014,Cowspiracy: The Sustainability Secret,7.9,Documentary
30000000,en,United States of America,2014,Big Match,6.9,Comedy
30000000,en,United States of America,2014,One Minute Time Machine,8.2,Mystery
30000000,en,United States of America,2014,Dark Dungeons,1,Drama
30000000,en,United States of America,2014,"Gore, Quebec",0,Thriller
30000000,en,United States of America,2014,Wet and Reckless,3,Comedy
30000000,en,United States of America,2014,Camp Belvidere,8,Romance
30000000,en,United States of America,2014,Tonight It's Me,6,Drama
100000,en,United States of America,2014,The Unwanted,3.8,Drama
114000,en,United States of America,2014,Druid Peak,7.5,Adventure
150000,en,United States of America,2014,Free to Play,7.1,Documentary
156660,en,United States of America,2014,The Redwood Massacre,4.1,Fantasy
175000,en,United States of America,2014,The King of Arcades,5.4,Documentary
200000,en,United States of America,2014,The Quiet Ones,5.1,Horror
200000,en,United States of America,2014,Plague,4.7,Drama
230000,en,United States of America,2014,Pro Wrestlers vs Zombies,4.3,Horror
300000,en,United States of America,2014,Hannibal Buress: Live From Chicago,7.6,Comedy
318000,en,United States of America,2014,Afflicted,6.4,Horror
325927,en,United States of America,2014,Angry Video Game Nerd: The Movie,5.6,Science Fiction
390000,en,United States of America,2014,Duniyadari,0,
400000,en,United States of America,2014,The Last Light,2.6,Thriller
446000,en,United States of America,2014,RISE,5,Crime
500000,en,United States of America,2014,Parts Per Billion,4.4,Science Fiction
500000,en,United States of America,2014,Dead Sea,2.4,Thriller
500000,en,United States of America,2014,The Living,5.5,Thriller
500000,en,United States of America,2014,Reminiscence,3.8,Horror
600000,en,United States of America,2014,Sx_Tape,3.3,Horror
600000,en,United States of America,2014,A Good Job: Stories of the FDNY,0,Documentary
600000,en,United States of America,2014,Hollidaysburg,5.2,Comedy
608000,en,United States of America,2014,All-Stars,6.7,Comedy
722083,en,United States of America,2014,The Guide,8.6,History
750000,en,United States of America,2014,Leave the World Behind,7.3,Documentary
750000,en,United States of America,2014,The Falling,5,Drama
750000,en,United States of America,2014,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,7,Documentary
937000,en,United States of America,2014,Free the Nipple,5,Drama
950000,en,United States of America,2014,Ask Me Anything,5.5,Drama
1000000,en,United States of America,2014,A Girl Walks Home Alone at Night,6.9,Horror
1000000,en,United States of America,2014,Hits,4.9,Drama
1000000,en,United States of America,2014,He Who Dares,3.3,Action
1000000,en,United States of America,2014,The Drunk,0,
1000000,en,United States of America,2014,In Your Eyes,7.1,Drama
1000000,en,United States of America,2014,The Hooligan Factory,5.3,Comedy
1000000,en,United States of America,2014,Bang Bang Baby,6.6,Science Fiction
1000000,en,United States of America,2014,Honeymoon,5.4,Horror
1000000,en,United States of America,2014,Camp X-Ray,6.7,Drama
1000000,en,United States of America,2014,Dear White People,6.2,Drama
1000000,en,United States of America,2014,The Duke of Burgundy,6.1,Drama
1000000,en,United States of America,2014,One Eyed Girl,5,Drama
1000000,en,United States of America,2014,The Woman in Black 2: Angel of Death,5,Thriller
1100000,en,United States of America,2014,Muffin Top: A Love Story,4.4,Romance
1200000,en,United States of America,2014,Wrong Turn 6: Last Resort,4.6,Horror
1300000,en,United States of America,2014,Risto Räppääjä ja liukas Lennart,0,Comedy
1400000,en,United States of America,2014,Jersey Shore Massacre,3.4,Horror
1446950,en,United States of America,2014,The Forgotten,6.2,Horror
1500000,en,United States of America,2014,Dead on Campus,4.7,Thriller
1556288,en,United States of America,2014,Zid,7.5,Thriller
2000000,en,United States of America,2014,The Humbling,5.3,Drama
2000000,en,United States of America,2014,Locke,6.9,Drama
2000000,en,United States of America,2014,Death Clique,6.1,Drama
2000000,en,United States of America,2014,Decoding Annie Parker,5.5,Drama
2000000,en,United States of America,2014,The Babadook,6.5,Drama
2000000,en,United States of America,2014,Miss Meadows,5.1,Drama
2100000,en,United States of America,2014,Jill and Joy,0,Family
2400000,en,United States of America,2014,Life After Beth,5,Romance
2489400,en,United States of America,2014,Finding Fanny,5.4,Romance
2500000,en,United States of America,2014,Catch Hell,5.3,Thriller
2700000,en,United States of America,2014,Redirected,5.7,Action
2800000,en,United States of America,2014,Tusk,5.1,Comedy
3000000,en,United States of America,2014,Bullet,4.2,Action
3000000,en,United States of America,2014,Something Wicked,4.6,Mystery
3000000,en,United States of America,2014,Morning Star,1.5,Fantasy
3000000,en,United States of America,2014,Way of the Wicked,3.7,Thriller
3000000,en,United States of America,2014,Starship Rising,2.5,Action
3000000,en,United States of America,2014,Kingdom Come,4.4,Horror
3000000,en,United States of America,2014,Beautiful Girl,3.2,Drama
3000000,en,United States of America,2014,Charlie's Farm,4.8,Horror
3150000,en,United States of America,2014,GirlHouse,5.2,Horror
3200000,en,United States of America,2014,Turkey Shoot,4.1,Action
3250000,en,United States of America,2014,Treehouse,3.5,Thriller
3300000,en,United States of America,2014,Whiplash,8.3,Drama
3300000,en,United States of America,2014,The Opposite Sex,4.1,Comedy
3500000,en,United States of America,2014,Justice League: War,7,Animation
3500000,en,United States of America,2014,Wicked Blood,5.3,Action
4000000,en,United States of America,2014,The Outsider,4.6,Action
4000000,en,United States of America,2014,The Signal,5.8,Thriller
4000000,en,United States of America,2014,Joe,6.5,Drama
4000000,en,United States of America,2014,Boyhood,7.5,Drama
4900000,en,United States of America,2014,Mommy,8.2,Drama
5000000,en,United States of America,2014,Paranormal Activity: The Marked Ones,5.2,Horror
5000000,en,United States of America,2014,Repentance,5.1,Horror
5000000,en,United States of America,2014,Better Living Through Chemistry,5.9,Drama
5000000,en,United States of America,2014,Reach Me,5.1,Drama
5000000,en,United States of America,2014,Revenge of the Green Dragons,5.2,Drama
5000000,en,United States of America,2014,Moms' Night Out,5.5,Comedy
5000000,en,United States of America,2014,13 Sins,6.2,Horror
5000000,en,United States of America,2014,"As Above, So Below",6.1,Horror
5000000,en,United States of America,2014,The Green Inferno,5,Action
5000000,en,United States of America,2014,My Old Lady,6.1,Romance
5000000,en,United States of America,2014,Cut Bank,5.4,Thriller
5000000,en,United States of America,2014,Atlas Shrugged Part III: Who is John Galt?,3.9,Drama
5000000,en,United States of America,2014,The Guest,6.5,Mystery
5000000,en,United States of America,2014,Kill the Messenger,6.6,Thriller
5000000,en,United States of America,2014,Rudderless,7.4,Music
5000000,en,United States of America,2014,Ouija,4.9,Horror
5000000,en,United States of America,2014,Jingle All the Way 2,4,Comedy
5000000,en,United States of America,2014,Still Alice,7.5,Drama
5000000,en,United States of America,2014,Let's Kill Ward's Wife,5.5,Comedy
5500000,en,United States of America,2014,Wish I Was Here,6.4,Drama
5500000,en,United States of America,2014,Bad Ass 2: Bad Asses,5.7,Action
5500000,en,United States of America,2014,Predestination,7.3,Science Fiction
5500000,en,United States of America,2014,Miss Julie,5.8,Drama
5900000,en,United States of America,2014,Mrs. Brown's Boys D'Movie,4.7,Comedy
6000000,en,United States of America,2014,Song One,5.5,Drama
6000000,en,United States of America,2014,Barefoot,6.3,Comedy
6000000,en,United States of America,2014,Veronica Mars,6.5,Comedy
6000000,en,United States of America,2014,The Games Maker,4.9,Adventure
6000000,en,United States of America,2014,5 Flights Up,5.9,Drama
6500000,en,United States of America,2014,Annabelle,5.5,Horror
6500000,en,United States of America,2014,The Pyramid,4.6,Horror
6600000,en,United States of America,2014,Clouds of Sils Maria,6.7,Drama
6700000,en,United States of America,2014,Infinitely Polar Bear,6.9,Comedy
6900000,en,United States of America,2014,Kristy,5.9,Thriller
7000000,en,United States of America,2014,Devil's Due,4.4,Horror
7000000,en,United States of America,2014,Black Rose,2,Drama
7000000,en,United States of America,2014,A Good Man,5,Action
7000000,en,United States of America,2014,Cake,6.2,Drama
7000000,en,United States of America,2014,Beyond the Lights,7,Romance
7000000,en,United States of America,2014,Automata,5.6,Thriller
7000000,en,United States of America,2014,The Devil's Hand,4.7,Horror
8000000,en,United States of America,2014,Reasonable Doubt,5.6,Crime
8000000,en,United States of America,2014,That Awkward Moment,6.1,Comedy
8000000,en,United States of America,2014,Aloft,5.1,Drama
8000000,en,United States of America,2014,The Little Rascals Save the Day,5.9,Comedy
8000000,en,United States of America,2014,Swelter,4.6,Action
8000000,en,United States of America,2014,99 Homes,6.8,Drama
8500000,en,United States of America,2014,The Zero Theorem,5.9,Drama
8500000,en,United States of America,2014,Big Game,5.3,Action
8500000,en,United States of America,2014,Nightcrawler,7.6,Crime
8500000,en,United States of America,2014,Corner Gas: The Movie,5.6,Family
9000000,en,United States of America,2014,The Purge: Anarchy,6.6,Horror
9000000,en,United States of America,2014,Black or White,6.5,Drama
9000000,en,United States of America,2014,Skin Trade,5.7,Thriller
10000000,en,United States of America,2014,Elsa & Fred,6.2,Comedy
10000000,en,United States of America,2014,50 to 1,5.7,Comedy
10000000,en,United States of America,2014,Cesar Chavez,6.1,Drama
10000000,en,United States of America,2014,In the Blood,5.2,Action
10000000,en,United States of America,2014,American Heist,4.3,Action
10000000,en,United States of America,2014,Big Eyes,6.8,Drama
11000000,en,United States of America,2014,Chef,7.2,Comedy
11000000,en,United States of America,2014,If I Stay,7.3,Drama
12000000,en,United States of America,2014,Heaven is for Real,6.1,Drama
12000000,en,United States of America,2014,The Fault in Our Stars,7.6,Romance
12000000,en,United States of America,2014,Drive Hard,3.9,Action
12000000,en,United States of America,2014,The Identical,4.9,Music
12250000,en,United States of America,2014,The Rover,6.1,Crime
12500000,en,United States of America,2014,About Last Night,6,Comedy
12600000,en,United States of America,2014,The Drop,6.7,Drama
12700000,en,United States of America,2014,The Grand Seduction,6.7,Comedy
13000000,en,United States of America,2014,Earth to Echo,5.7,Family
13000000,en,United States of America,2014,St. Vincent,7.1,Comedy
13200000,en,United States of America,2014,No Good Deed,5.6,Crime
13300000,en,United States of America,2014,Under the Skin,6,Thriller
14000000,en,United States of America,2014,The Loft,6.4,Thriller
14000000,en,United States of America,2014,The Imitation Game,8,History
14500000,en,United States of America,2014,Freedom,5.8,Drama
15000000,en,United States of America,2014,Walk of Shame,5.8,Comedy
15000000,en,United States of America,2014,A Most Wanted Man,6.5,Thriller
15000000,en,United States of America,2014,When the Game Stands Tall,6.3,Drama
15000000,en,United States of America,2014,The November Man,6,Crime
15000000,en,United States of America,2014,Suite Française,7.1,Drama
15000000,en,United States of America,2014,The Theory of Everything,7.8,Drama
15000000,en,United States of America,2014,Dying of the Light,4.5,Thriller
15000000,en,United States of America,2014,Wild,7,Drama
16000000,en,United States of America,2014,The Homesman,6.4,Western
16000000,en,United States of America,2014,Left Behind,3.7,Thriller
16000000,en,United States of America,2014,The Cut,6.6,History
16800000,en,United States of America,2014,Magic in the Moonlight,6.5,Comedy
17000000,en,United States of America,2014,God's Not Dead,5.9,Drama
17000000,en,United States of America,2014,Let's Be Cops,6.4,Comedy
17000000,en,United States of America,2014,Escobar: Paradise Lost,6.1,Thriller
18000000,en,United States of America,2014,Neighbors,6.2,Comedy
18000000,en,United States of America,2014,And So It Goes,5.7,Comedy
18000000,en,United States of America,2014,The Prince,4.6,Thriller
18000000,en,United States of America,2014,Birdman,7.4,Drama
18000000,en,United States of America,2014,Wolves,5.7,Horror
18000000,en,United States of America,2014,Midnight Sun,5.8,Family
19800000,en,United States of America,2014,This Is Where I Leave You,6.5,Drama
20000000,en,United States of America,2014,Endless Love,6.7,Drama
20000000,en,United States of America,2014,Tammy,5,Comedy
20000000,en,United States of America,2014,John Wick,7,Action
20000000,en,United States of America,2014,Search Party,5.2,Comedy
20000000,en,United States of America,2014,Inherent Vice,6.5,Comedy
20000000,en,United States of America,2014,Selma,7.4,History
20000000,en,United States of America,2014,A Most Violent Year,6.5,Crime
21000000,en,United States of America,2014,Rage,5.1,Action
22000000,en,United States of America,2014,Son of God,5.9,Drama
22000000,en,United States of America,2014,The Hundred-Foot Journey,7.3,Drama
22000000,en,United States of America,2014,Before I Go to Sleep,6.2,Mystery
22500000,en,United States of America,2014,The Water Diviner,6.8,War
24000000,en,United States of America,2014,Foxcatcher,6.5,Drama
24000000,en,United States of America,2014,Think Like a Man Too,6.3,Comedy
25000000,en,United States of America,2014,Ride Along,6.1,Action
25000000,en,United States of America,2014,Draft Day,6.5,Drama
25000000,en,United States of America,2014,Million Dollar Arm,6.6,Drama
25000000,en,United States of America,2014,The Giver,6.4,Drama
25000000,en,United States of America,2014,Outcast,4.5,Action
25000000,en,United States of America,2014,The Gambler,5.7,Thriller
26000000,en,United States of America,2014,The Best of Me,7.2,Drama
27000000,en,United States of America,2014,United Passions,3,Drama
28000000,en,United States of America,2014,3 Days to Kill,6,Action
28000000,en,United States of America,2014,Brick Mansions,5.7,Action
28000000,en,United States of America,2014,A Walk Among the Tombstones,6.2,Crime
28000000,en,United States of America,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,Family
30000000,en,United States of America,2014,The Grand Budapest Hotel,8,Comedy
30000000,en,United States of America,2014,Grace of Monaco,5.8,Romance
30000000,en,United States of America,2014,Deliver Us from Evil,5.9,Thriller
34000000,en,United States of America,2014,The Maze Runner,7,Action
35000000,en,United States of America,2014,Sabotage,5.5,Action
36000000,en,United States of America,2014,Dolphin Tale 2,6.7,Family
40000000,en,United States of America,2014,The Other Woman,6.2,Comedy
40000000,en,United States of America,2014,Blended,6.6,Comedy
40000000,en,United States of America,2014,Jersey Boys,6.8,Music
40000000,en,United States of America,2014,Lucy,6.3,Action
40000000,en,United States of America,2014,Sex Tape,5.2,Comedy
40000000,en,United States of America,2014,Dumb and Dumber To,5.4,Comedy
42000000,en,United States of America,2014,Horrible Bosses 2,6.1,Comedy
44000000,en,United States of America,2014,The Interview,6.1,Action
45000000,en,United States of America,2014,Step Up All In,6.7,Romance
48000000,en,United States of America,2014,Taken 3,6.1,Thriller
50000000,en,United States of America,2014,Non-Stop,6.8,Action
50000000,en,United States of America,2014,Muppets Most Wanted,6.2,Comedy
50000000,en,United States of America,2014,22 Jump Street,7,Crime
50000000,en,United States of America,2014,Planes: Fire & Rescue,5.8,Animation
50000000,en,United States of America,2014,Into the Storm,5.8,Action
50000000,en,United States of America,2014,The Book of Life,7.3,Romance
50000000,en,United States of America,2014,The Judge,7.2,Drama
50000000,en,United States of America,2014,Into the Woods,5.6,Fantasy
55000000,en,United States of America,2014,The Equalizer,7.1,Thriller
55000000,en,United States of America,2014,Paddington,7,Family
58800000,en,United States of America,2014,American Sniper,7.4,War
60000000,en,United States of America,2014,Jack Ryan: Shadow Recruit,5.9,Action
60000000,en,United States of America,2014,The Lego Movie,7.5,Adventure
60000000,en,United States of America,2014,Winter's Tale,6,Drama
60000000,en,United States of America,2014,The Boxtrolls,6.6,Animation
61000000,en,United States of America,2014,Gone Girl,7.9,Mystery
65000000,en,United States of America,2014,"I, Frankenstein",5.1,Horror
65000000,en,United States of America,2014,Sin City: A Dame to Kill For,6.3,Crime
65000000,en,United States of America,2014,Annie,6,Comedy
65000000,en,United States of America,2014,Unbroken,7.3,Drama
66000000,en,United States of America,2014,Need for Speed,6.1,Action
68000000,en,United States of America,2014,Fury,7.4,War
70000000,en,United States of America,2014,The Legend of Hercules,4.4,Action
70000000,en,United States of America,2014,The Monuments Men,5.8,War
70000000,en,United States of America,2014,Dracula Untold,6.2,Horror
85000000,en,United States of America,2014,Divergent,6.9,Adventure
90000000,en,United States of America,2014,The Expendables 3,6.1,Action
95000000,en,United States of America,2014,Seventh Son,5.2,Adventure
100000000,en,United States of America,2014,Transcendence,5.9,Thriller
100000000,en,United States of America,2014,Hercules,5.6,Action
103000000,en,United States of America,2014,Rio 2,6.3,Animation
110000000,en,United States of America,2014,300: Rise of an Empire,6.1,Action
120000000,en,United States of America,2014,RoboCop,5.7,Action
125000000,en,United States of America,2014,Noah,5.5,Drama
125000000,en,United States of America,2014,Teenage Mutant Ninja Turtles,5.8,Science Fiction
125000000,en,United States of America,2014,The Hunger Games: Mockingjay - Part 1,6.6,Science Fiction
127000000,en,United States of America,2014,Night at the Museum: Secret of the Tomb,6.1,Adventure
130000000,en,United States of America,2014,Pompeii,5.2,Action
132000000,en,United States of America,2014,Penguins of Madagascar,6.5,Family
140000000,en,United States of America,2014,Exodus: Gods and Kings,5.6,Adventure
145000000,en,United States of America,2014,Mr. Peabody & Sherman,6.7,Animation
145000000,en,United States of America,2014,How to Train Your Dragon 2,7.6,Fantasy
160000000,en,United States of America,2014,Godzilla,6.1,Action
165000000,en,United States of America,2014,Big Hero 6,7.8,Adventure
165000000,en,United States of America,2014,Interstellar,8.1,Adventure
170000000,en,United States of America,2014,Captain America: The Winter Soldier,7.6,Action
170000000,en,United States of America,2014,Dawn of the Planet of the Apes,7.3,Science Fiction
170000000,en,United States of America,2014,Guardians of the Galaxy,7.9,Action
178000000,en,United States of America,2014,Edge of Tomorrow,7.6,Action
180000000,en,United States of America,2014,Maleficent,7,Fantasy
200000000,en,United States of America,2014,The Amazing Spider-Man 2,6.5,Action
210000000,en,United States of America,2014,Transformers: Age of Extinction,5.8,Science Fiction
250000000,en,United States of America,2014,X-Men: Days of Future Past,7.5,Action
250000000,en,United States of America,2014,The Hobbit: The Battle of the Five Armies,7.1,Action
30000000,en,United States of America,2015,The Letters,5.6,Drama
30000000,en,United States of America,2015,Bikes vs Cars,7.7,Documentary
30000000,en,United States of America,2015,I Believe in Miracles,7.9,Documentary
30000000,en,United States of America,2015,Be My Cat: A Film for Anne,6.9,Horror
30000000,en,United States of America,2015,Roukli,0,Drama
30000000,en,United States of America,2015,Lost in the Sun,5.8,Action
30000000,en,United States of America,2015,Cool Cat Saves the Kids,3,Action
30000000,en,United States of America,2015,Counting,8.3,Documentary
30000000,en,United States of America,2015,Doomed! The Untold Story of Roger Corman's The Fantastic Four,7.8,Documentary
30000000,en,United States of America,2015,The Primary Instinct,7,Drama
30000000,en,United States of America,2015,Sundays,6.2,Science Fiction
100000,en,United States of America,2015,The Gallows,4.9,Horror
100000,en,United States of America,2015,Tangerine,6.9,Comedy
100000,en,United States of America,2015,Bitcoin: The End of Money as We Know It,6.6,Documentary
100000,en,United States of America,2015,Female Werewolf,4,Horror
190000,en,United States of America,2015,Back in Time,6.1,History
200000,en,United States of America,2015,Crumbs,6.4,Adventure
200000,en,United States of America,2015,Caffeinated,0,Documentary
370000,en,United States of America,2015,Elstree 1976,6.1,Documentary
400000,en,United States of America,2015,Sunshine Superman,7.2,Documentary
400000,en,United States of America,2015,Just Jim,5.8,Comedy
447524,en,United States of America,2015,The D Train,4.5,Drama
500000,en,United States of America,2015,Ratter,5.1,Drama
500000,en,United States of America,2015,Bikini Model Academy,4,Comedy
600000,en,United States of America,2015,Grandma,6.1,Comedy
600000,en,United States of America,2015,Sharkansas Women's Prison Massacre,5.7,TV Movie
630019,en,United States of America,2015,Kung Fury,7.6,Action
650000,en,United States of America,2015,A LEGO Brickumentary,6.4,Documentary
700000,en,United States of America,2015,Walter,5.3,Drama
700000,en,United States of America,2015,Dope,7.2,Crime
750000,en,United States of America,2015,Night of the Living Dead: Darkest Dawn,5.2,Action
800000,en,United States of America,2015,The Black Hole,3.2,Thriller
800000,en,United States of America,2015,The Making of Trump,2.5,Documentary
1000000,en,United States of America,2015,Landmine Goes Click,5.7,Action
1000000,en,United States of America,2015,Unfriended,5.5,Horror
1000000,en,United States of America,2015,Best of Enemies,7.2,Documentary
1000000,en,United States of America,2015,The Dead Room,4.8,Horror
1000000,en,United States of America,2015,Blunt Force Trauma,4.3,Adventure
1000000,en,United States of America,2015,"Hello, My Name Is Doris",6.5,Comedy
1200000,en,United States of America,2015,Buddy Hutchins,3.3,Thriller
1200000,en,United States of America,2015,10 Days in a Madhouse,4.3,Drama
1230000,en,United States of America,2015,Manjhi The Mountain Man,6.8,Drama
1250000,en,United States of America,2015,The Confessions of Thomas Quick,6.6,Crime
1300000,en,United States of America,2015,The Phoenix Incident,5,Horror
1300000,en,United States of America,2015,Capsule,5.2,Drama
1432960,en,United States of America,2015,Reunion,6.9,Comedy
1500000,en,United States of America,2015,Road Hard,6.6,Comedy
1500000,en,United States of America,2015,Man Vs.,5.4,Thriller
1500000,en,United States of America,2015,Full Out,7.1,History
1500000,en,United States of America,2015,Narcopolis,4.8,Thriller
1500000,en,United States of America,2015,Samurai Cop 2: Deadly Vengeance,4.6,Action
1600000,en,United States of America,2015,Bound & Babysitting,6,Family
1700000,en,United States of America,2015,Brothers of War,4,Drama
1800000,en,United States of America,2015,Bone Tomahawk,6.6,Horror
1900000,en,United States of America,2015,Brotherly Love,6.9,Drama
1950000,en,United States of America,2015,The Marine 4: Moving Target,5.8,Thriller
2000000,en,United States of America,2015,It Follows,6.6,Horror
2000000,en,United States of America,2015,Lost River,5.8,Fantasy
2000000,en,United States of America,2015,The Diary of a Teenage Girl,6.8,Drama
2000000,en,United States of America,2015,The Curse of Downers Grove,4.3,Thriller
2000000,en,United States of America,2015,Night Of The Living Deb,5.4,Comedy
2000000,en,United States of America,2015,Captive,5.6,Crime
2000000,en,United States of America,2015,Swat: Unit 887,3.6,Thriller
2000000,en,United States of America,2015,Shark Lake,4.4,Thriller
2000000,en,United States of America,2015,The Hollow,4.7,Horror
2004384,en,United States of America,2015,Identicals,4.1,Science Fiction
2240000,en,United States of America,2015,Fathers and Daughters,7.2,Drama
2300000,en,United States of America,2015,Eden,5.5,Thriller
2500000,en,United States of America,2015,Knock Knock,4.9,Drama
2500000,en,United States of America,2015,The Rise of the Krays,4.5,Crime
3000000,en,United States of America,2015,Demonic,5,Thriller
3000000,en,United States of America,2015,Home Sweet Hell,5,Drama
3000000,en,United States of America,2015,Arthur & Merlin,5.4,Fantasy
3000000,en,United States of America,2015,Love,5.2,Drama
3000000,en,United States of America,2015,AWOL-72,2.8,Thriller
3000000,en,United States of America,2015,Amnesiac,4.1,Thriller
3000000,en,United States of America,2015,War Room,6.9,Drama
3000000,en,United States of America,2015,Regular Show: The Movie,7.3,Comedy
3000000,en,United States of America,2015,The Leisure Class,3.9,TV Movie
3300000,en,United States of America,2015,The Lazarus Effect,5.1,Thriller
3400000,en,United States of America,2015,To Write Love on Her Arms,6.8,Drama
3500000,en,United States of America,2015,Justice League: Throne of Atlantis,6.5,Science Fiction
4000000,en,United States of America,2015,The Boy Next Door,4.1,Thriller
4000000,en,United States of America,2015,Maggie,5.2,Horror
4000000,en,United States of America,2015,Manglehorn,5.2,Drama
4000000,en,United States of America,2015,The Lobster,6.7,Thriller
4000000,en,United States of America,2015,Stalked by My Doctor,5.1,Thriller
5000000,en,United States of America,2015,Area 51,4.3,Horror
5000000,en,United States of America,2015,The Gift,6.7,Thriller
5000000,en,United States of America,2015,No Escape,6.7,Action
5000000,en,United States of America,2015,Chain of Command,5.3,Thriller
5000000,en,United States of America,2015,The Visit,6,Horror
5000000,en,United States of America,2015,90 Minutes in Heaven,5.4,Drama
5000000,en,United States of America,2015,The Great Gilly Hopkins,6.1,Comedy
5000000,en,United States of America,2015,Badge of Honor,5.5,Drama
5000000,en,United States of America,2015,Jem and the Holograms,5.4,Drama
5000000,en,United States of America,2015,Ithaca,5.7,Drama
5300000,en,United States of America,2015,Bad Asses on the Bayou,5.8,Comedy
6000000,en,United States of America,2015,Ooops! Noah is Gone...,5.8,Animation
6000000,en,United States of America,2015,Sharktopus vs. Whalewolf,3.5,Action
6000000,en,United States of America,2015,The Runner,4.6,Drama
6000000,en,United States of America,2015,We Are Your Friends,6.3,Drama
6000000,en,United States of America,2015,Beasts of No Nation,7.6,Drama
6000000,en,United States of America,2015,Room,8.1,Drama
6000000,en,United States of America,2015,The Lady in the Van,6,Comedy
